,Hydraulic_Pressure(bar),Spindle_Speed(RPM),Torque(Nm),Cutting(kN),Downtime
903,95.573793,16198.0,35.5812209,1.85,No_Machine_Failure
904,56.1,27613.0,26.31183862,3.33,Machine_Failure
905,90.1,18142.0,26.31473928,2.51,Machine_Failure
906,54.3,18137.0,26.32199371,2.5,Machine_Failure
907,59.52,14678.0,32.52500341,2.25,Machine_Failure
908,79.76,14817.0,32.21988257,2.29,Machine_Failure
909,85.08,24550.0,31.31942531,2.09,Machine_Failure
910,121.2007904,14152.0,19.97832273,2.88,No_Machine_Failure
911,114.5242991,13272.0,19.99924595,1.87,No_Machine_Failure
912,133.6354,19197.0,20.34701445,1.86,No_Machine_Failure
913,74.89,21951.0,28.15202264,2.41,Machine_Failure
914,122.0,15180.0,31.44940711,2.04,Machine_Failure
915,98.26,15329.0,31.14371453,2.29,Machine_Failure
916,147.7225735,23323.0,20.46915062,3.0,No_Machine_Failure
917,79.11,22999.0,31.34204307,2.32,Machine_Failure
918,73.88,15221.0,31.36469352,2.0,Machine_Failure
919,90.28,15312.0,31.17829154,2.34,Machine_Failure
920,89.4587468,24685.0,32.37045571,3.54,No_Machine_Failure
921,116.0428716,18436.0,20.34788168,1.85,No_Machine_Failure
922,136.8029333,17726.0,20.4673955,2.11,No_Machine_Failure
923,98.93943252,23367.0,20.43060727,2.17,No_Machine_Failure
924,76.32,14692.0,32.49401035,2.1,Machine_Failure
925,121.7387067,23926.0,19.95327259,3.18,No_Machine_Failure
926,73.22,20504.0,35.34478419,2.05,Machine_Failure
927,89.19983566,23359.0,20.43760435,2.02,No_Machine_Failure
928,77.08,15307.0,31.18847586,2.18,Machine_Failure
929,99.81,0.0,16.44955444,3.59,Machine_Failure
930,65.43,15305.0,31.19255145,2.23,Machine_Failure
931,121.5006928,24896.0,19.17585154,3.4,No_Machine_Failure
932,119.5637812,24665.0,35.58033366,1.87,No_Machine_Failure
933,123.5072594,24843.0,33.35511961,3.33,No_Machine_Failure
934,76.22633567,25039.0,30.51400825,2.88,No_Machine_Failure
935,67.64,15241.0,31.3235352,2.22,Machine_Failure
936,93.96,15252.0,31.30094414,3.33,Machine_Failure
937,154.1294123,24793.0,19.25551567,3.27,No_Machine_Failure
938,52.96,0.0,22.43325032,2.92,Machine_Failure
939,65.0,27613.0,31.14371453,2.32,Machine_Failure
940,96.74,15266.0,31.27223896,2.25,Machine_Failure
941,126.6026426,24810.0,19.24232164,3.17,No_Machine_Failure
942,80.726488,13272.0,31.62033518,3.0,No_Machine_Failure
943,128.3377702,17726.0,32.37045571,1.86,No_Machine_Failure
944,72.39,15344.0,15.1197393,3.91,Machine_Failure
945,84.17,15360.0,14.20288973,3.49,Machine_Failure
946,114.8545628,24689.0,32.51929855,1.99,No_Machine_Failure
947,88.27913423,17726.0,32.37045571,1.89,No_Machine_Failure
948,78.38773841,16198.0,35.5812209,1.95,No_Machine_Failure
949,121.4306157,15217.0,34.97300419,1.99,No_Machine_Failure
950,143.9494298,14266.0,33.92336502,1.88,No_Machine_Failure
951,54.04,0.0,20.42361497,3.13,Machine_Failure
952,70.22,0.0,22.47443744,2.94,Machine_Failure
953,73.85,0.0,23.15799175,2.94,Machine_Failure
954,59.44,15281.0,31.24154178,2.11,Machine_Failure
955,59.48,19402.0,24.60581383,2.6,Machine_Failure
956,85.75,19544.0,24.42703643,2.65,Machine_Failure
957,83.46,19542.0,24.42953638,3.33,Machine_Failure
958,94.4,19535.0,24.43829025,2.7,Machine_Failure
959,58.96,19548.0,,2.64,Machine_Failure
960,59.97,19522.0,24.45456408,2.66,Machine_Failure
961,97.39,19547.0,24.42328746,2.8,Machine_Failure
962,129.6859945,13272.0,20.45774769,3.06,No_Machine_Failure
963,119.7611518,19197.0,20.43847932,3.14,No_Machine_Failure
964,53.83,19532.0,24.44204383,2.89,Machine_Failure
965,108.4205109,14152.0,19.29286725,1.85,No_Machine_Failure
966,92.24090876,13272.0,19.2998868,2.11,No_Machine_Failure
967,71.46602,23361.0,20.43585463,3.0,No_Machine_Failure
968,137.3703498,17726.0,19.1151952,3.0,No_Machine_Failure
969,97.56727152,18436.0,19.12208604,2.02,No_Machine_Failure
970,95.14969431,16198.0,19.05187964,2.01,No_Machine_Failure
971,131.064973,23281.0,20.50607792,2.88,No_Machine_Failure
972,104.4708159,24842.0,19.21753482,1.87,No_Machine_Failure
973,125.8165611,14266.0,19.26950555,1.86,No_Machine_Failure
974,173.0714604,19197.0,19.16430493,2.17,No_Machine_Failure
975,93.39,19963.0,23.91434153,2.78,Machine_Failure
976,95.58,19964.0,16.96410507,2.68,Machine_Failure
977,125.0,19899.0,23.99125584,2.9,Machine_Failure
978,81.55,19946.0,23.93472375,2.85,Machine_Failure
979,75.92,19947.0,23.93352384,2.68,Machine_Failure
980,70.46602,15217.0,35.58033366,2.97,No_Machine_Failure
981,87.25,18484.0,15.90071615,3.93,Machine_Failure
982,91.23,18482.0,17.89931102,3.58,Machine_Failure
983,69.93,18482.0,16.96410507,3.55,Machine_Failure
984,126.8456124,13272.0,34.97300419,2.79,No_Machine_Failure
985,51.54,18148.0,15.90071615,3.33,Machine_Failure
986,88.27913423,21040.0,22.69020913,2.17,No_Machine_Failure
987,58.32,18149.0,17.89931102,2.63,Machine_Failure
988,90.4587468,21035.0,35.58033366,1.85,No_Machine_Failure
989,90.1,18152.0,16.44955444,3.61,Machine_Failure
990,139.1306807,21048.0,32.37045571,2.93,No_Machine_Failure
991,71.89,18152.0,14.44705039,3.67,Machine_Failure
992,114.0250658,18436.0,32.51929855,2.93,No_Machine_Failure
993,148.4163447,19197.0,33.92336502,2.96,No_Machine_Failure
994,134.55652,16198.0,30.51400825,2.96,No_Machine_Failure
995,131.8536275,21075.0,35.5812209,1.95,No_Machine_Failure
996,136.3653963,21033.0,34.97300419,1.99,No_Machine_Failure
997,97.59,18145.0,15.1197393,3.55,Machine_Failure
998,55.0,18155.0,14.20288973,3.67,Machine_Failure
999,76.48,18153.0,14.10999444,3.69,Machine_Failure
1000,114.302111,13272.0,30.51400825,2.11,No_Machine_Failure
1001,72.46602,17726.0,35.5812209,1.88,No_Machine_Failure
1002,119.7611518,18436.0,32.37045571,1.99,No_Machine_Failure
1003,136.6160781,19197.0,35.58033366,1.95,No_Machine_Failure
1004,127.002527,23367.0,33.92336502,3.0,No_Machine_Failure
1005,69.46602,14266.0,32.51929855,1.86,No_Machine_Failure
1006,150.2222481,19197.0,35.58033366,2.17,No_Machine_Failure
1007,61.67,23432.0,35.74438455,3.67,Machine_Failure
1008,114.8804207,18436.0,20.37045571,2.02,No_Machine_Failure
1009,72.46602,16198.0,20.5794465,2.01,No_Machine_Failure
1010,69.85,13168.0,36.25470838,2.02,Machine_Failure
1011,64.18,13704.0,34.83669002,2.02,Machine_Failure
1012,84.79,0.0,25.15422309,2.57,Machine_Failure
1013,133.3605279,23173.0,34.97300419,2.02,No_Machine_Failure
1014,69.46602,23166.0,35.5812209,2.17,No_Machine_Failure
1015,82.15,13617.0,35.05926416,1.94,Machine_Failure
1016,88.35,13676.0,14.20288973,1.89,Machine_Failure
1017,76.17,14161.0,15.1197393,2.08,Machine_Failure
1018,79.24,14647.0,16.96410507,1.96,Machine_Failure
1019,74.25,13977.0,17.89931102,1.89,Machine_Failure
1020,85.25,13853.0,15.90071615,2.04,Machine_Failure
1021,90.25,13888.0,16.44955444,2.1,Machine_Failure
1022,112.1571007,14152.0,31.62033518,1.85,No_Machine_Failure
1023,64.54,13766.0,15.1197393,1.88,Machine_Failure
1024,69.46602,15217.0,20.60431593,3.33,No_Machine_Failure
1025,59.46,12788.0,14.20288973,1.8,Machine_Failure
1026,153.0,26526.0,24.51358151,3.67,Machine_Failure
1027,54.66,26526.0,24.39583014,3.55,Machine_Failure
1028,55.69,26605.0,24.28661546,3.58,Machine_Failure
1029,59.1,27613.0,24.55140139,3.69,Machine_Failure
1030,118.0132003,19197.0,18.53772376,3.57,No_Machine_Failure
1031,150.5630545,15217.0,34.97300419,3.44,No_Machine_Failure
1032,122.0491236,24105.0,33.92336502,1.88,No_Machine_Failure
1033,69.46602,15217.0,34.97300419,1.99,No_Machine_Failure
1034,72.46602,18436.0,35.58033366,3.1,No_Machine_Failure
1035,119.7611518,19197.0,30.51400825,3.63,No_Machine_Failure
1036,136.0739595,13272.0,31.62033518,3.12,No_Machine_Failure
1037,51.21,19653.0,24.29155854,2.66,Machine_Failure
1038,101.7958044,14152.0,32.51929855,3.41,No_Machine_Failure
1039,81.23,19495.0,24.48843293,3.49,Machine_Failure
1040,72.46602,,30.51400825,1.86,No_Machine_Failure
1041,121.0,19481.0,24.50603152,3.59,Machine_Failure
1042,153.2445889,18436.0,19.80756784,3.42,No_Machine_Failure
1043,79.29,19499.0,24.48340941,3.93,Machine_Failure
1044,98.03,19506.0,24.47462319,3.58,Machine_Failure
1045,75.46,23432.0,24.52239573,3.61,Machine_Failure
1046,68.55,20504.0,24.55140139,3.55,Machine_Failure
1047,61.14,26605.0,24.51358151,3.67,Machine_Failure
1048,119.7611518,25069.0,31.62033518,1.87,No_Machine_Failure
1049,69.36,21951.0,24.47336853,3.55,Machine_Failure
1050,71.46602,24562.0,35.58033366,1.85,No_Machine_Failure
1051,119.2757617,20444.0,32.51929855,2.88,No_Machine_Failure
1052,71.46602,16198.0,30.51400825,2.9,No_Machine_Failure
1053,66.65,17919.0,23.978001,3.49,Machine_Failure
1054,72.46602,17726.0,31.62033518,2.97,No_Machine_Failure
1055,74.54,27957.0,23.92392884,3.59,Machine_Failure
1056,88.28,27957.0,15.90071615,2.7,Machine_Failure
1057,119.7611518,18436.0,32.51929855,2.82,No_Machine_Failure
1058,90.4587468,14152.0,32.37045571,2.9,No_Machine_Failure
1059,82.9688079,16198.0,31.62033518,2.95,No_Machine_Failure
1060,81.1382212,16198.0,29.82319478,2.93,No_Machine_Failure
1061,99.20799503,19197.0,33.92336502,3.08,No_Machine_Failure
1062,101.3726845,14152.0,32.37045571,2.9,No_Machine_Failure
1063,145.5328462,15217.0,30.51400825,2.74,No_Machine_Failure
1064,136.4627027,16198.0,31.62033518,2.81,No_Machine_Failure
1065,159.8627216,17726.0,32.51929855,2.76,No_Machine_Failure
1066,72.80236583,14266.0,35.58033366,2.75,No_Machine_Failure
1067,91.17,20504.0,26.29010408,3.58,Machine_Failure
1068,81.1382212,15217.0,30.51400825,2.02,No_Machine_Failure
1069,89.4587468,13272.0,35.5812209,3.1,No_Machine_Failure
1070,88.27913423,19197.0,34.97300419,2.95,No_Machine_Failure
1071,80.726488,14266.0,35.58033366,3.08,No_Machine_Failure
1072,99.0638894,17726.0,32.51929855,3.06,No_Machine_Failure
1073,61.67,21951.0,26.29444812,3.93,Machine_Failure
1074,139.7846117,23251.0,20.53253624,1.99,No_Machine_Failure
1075,137.1832617,23670.0,20.16907478,1.95,No_Machine_Failure
1076,108.7954418,23666.0,20.17248373,1.89,No_Machine_Failure
1077,148.4564977,23737.0,20.1121456,1.91,No_Machine_Failure
1078,118.2644748,16198.0,20.12740841,2.01,No_Machine_Failure
1079,117.7166911,17726.0,29.82319478,3.0,No_Machine_Failure
1080,53.83,20801.0,15.1197393,3.67,Machine_Failure
1081,138.7826023,18436.0,20.10113684,2.02,No_Machine_Failure
1082,125.6978084,13272.0,35.5812209,3.24,No_Machine_Failure
1083,130.9359408,19197.0,20.57057911,2.17,No_Machine_Failure
1084,108.0930432,18436.0,33.92336502,3.17,No_Machine_Failure
1085,82.9688079,17726.0,20.12740841,3.04,No_Machine_Failure
1086,51.78,16005.0,29.82830366,2.34,Machine_Failure
1087,82.87,25528.0,29.81712573,3.91,Machine_Failure
1088,76.53,23432.0,16.96410507,3.69,Machine_Failure
1089,136.3169005,23728.0,20.11977411,1.88,No_Machine_Failure
1090,81.1382212,23799.0,20.05975041,1.87,No_Machine_Failure
1091,82.9688079,23272.0,20.51400825,2.88,No_Machine_Failure
1092,142.8096655,23771.0,34.97300419,3.23,No_Machine_Failure
1093,74.82,26526.0,17.89931102,3.67,Machine_Failure
1094,60.73,15438.0,30.92382433,3.55,Machine_Failure
1095,59.6,16077.0,29.69471916,3.55,Machine_Failure
1096,82.04,25528.0,14.20288973,3.61,Machine_Failure
1097,90.43,17919.0,16.44955444,2.26,Machine_Failure
1098,99.01,26605.0,16.44955444,3.55,Machine_Failure
1099,91.5,27613.0,15.90071615,3.55,Machine_Failure
1100,94.11,16046.0,29.75208775,3.91,Machine_Failure
1101,136.1737914,23631.0,35.5812209,3.26,No_Machine_Failure
1102,166.7939415,23247.0,35.58033366,1.91,No_Machine_Failure
1103,89.4587468,23468.0,20.34267939,2.11,No_Machine_Failure
1104,90.4587468,23465.0,20.3452802,1.85,No_Machine_Failure
1105,59.84,16003.0,29.83203149,3.67,Machine_Failure
1106,80.726488,23255.0,20.52900452,1.86,No_Machine_Failure
1107,86.87,19227.0,24.82977064,3.55,Machine_Failure
1108,71.69,19601.0,24.35600224,3.49,Machine_Failure
1109,73.96,19434.0,24.56529793,3.59,Machine_Failure
1110,57.19,19639.0,24.3088752,3.67,Machine_Failure
1111,56.61,19645.0,24.30145075,3.58,Machine_Failure
1112,66.64,19600.0,24.3572449,3.91,Machine_Failure
1113,138.7308033,18436.0,32.51929855,3.25,No_Machine_Failure
1114,143.5776781,22586.0,21.13707606,3.0,No_Machine_Failure
1115,137.0474333,23981.0,19.90751011,2.01,No_Machine_Failure
1116,121.7427429,22527.0,32.37045571,3.05,No_Machine_Failure
1117,80.726488,15217.0,19.92080117,3.45,No_Machine_Failure
1118,143.8776933,22573.0,35.5812209,1.99,No_Machine_Failure
1119,107.7212994,23129.0,34.97300419,1.88,No_Machine_Failure
1120,80.726488,18436.0,31.62033518,1.86,No_Machine_Failure
1121,90.4587468,17726.0,30.51400825,1.85,No_Machine_Failure
1122,66.52,19438.0,24.56024282,3.61,Machine_Failure
1123,89.4587468,16198.0,35.58033366,2.11,No_Machine_Failure
1124,124.6455631,16198.0,30.51400825,3.45,No_Machine_Failure
1125,137.8074349,15217.0,35.58033366,3.36,No_Machine_Failure
1126,102.1440239,14266.0,32.37045571,3.35,No_Machine_Failure
1127,131.1652291,14152.0,35.5812209,3.26,No_Machine_Failure
1128,119.3088891,13272.0,34.97300419,3.3,No_Machine_Failure
1129,64.48,19614.0,24.33985928,2.84,Machine_Failure
1130,74.27,19667.0,24.27426654,3.93,Machine_Failure
1131,85.93,19682.0,24.25576669,3.69,Machine_Failure
1132,62.13,19585.0,24.37589992,3.67,Machine_Failure
1133,120.1139345,23980.0,19.90834028,2.02,No_Machine_Failure
1134,99.85,19910.0,23.978001,3.69,Machine_Failure
1135,143.4401354,20438.0,30.51400825,1.91,No_Machine_Failure
1136,81.1382212,20620.0,23.15237633,1.99,No_Machine_Failure
1137,125.8596394,19197.0,23.15013093,1.99,No_Machine_Failure
1138,88.27913423,13272.0,23.15574526,2.86,No_Machine_Failure
1139,83.08,18487.0,25.82365987,3.67,Machine_Failure
1140,64.3,18057.0,26.43861106,2.59,Machine_Failure
1141,82.9688079,21213.0,22.50516193,1.95,No_Machine_Failure
1142,90.4587468,21231.0,22.48608167,2.88,No_Machine_Failure
1143,89.4587468,21231.0,,1.87,No_Machine_Failure
1144,88.27913423,21220.0,35.58033366,1.86,No_Machine_Failure
1145,140.1325541,21213.0,22.50516193,2.75,No_Machine_Failure
1146,146.5445701,21226.0,32.4913785,3.08,No_Machine_Failure
1147,53.97,18032.0,26.47526619,2.66,Machine_Failure
1148,139.1140382,18436.0,22.5179001,2.93,No_Machine_Failure
1149,70.94,26605.0,15.1197393,2.51,Machine_Failure
1150,84.18,20504.0,16.96410507,2.62,Machine_Failure
1151,90.32,21951.0,17.89931102,2.48,Machine_Failure
1152,83.88,18060.0,26.43421927,2.47,Machine_Failure
1153,125.7949135,21230.0,31.62033518,2.01,No_Machine_Failure
1154,79.34,18071.0,26.41812849,2.66,Machine_Failure
1155,53.12,18067.0,26.42397742,2.64,Machine_Failure
1156,62.13,18116.0,,2.43,Machine_Failure
1157,66.21,18069.0,26.42105263,2.66,Machine_Failure
1158,81.61,18116.0,26.35250607,3.33,Machine_Failure
1159,63.46,18105.0,26.36851698,2.56,Machine_Failure
1160,85.77,27005.0,26.44153974,3.61,Machine_Failure
1161,80.726488,21227.0,22.49031893,1.88,No_Machine_Failure
1162,80.55,16105.0,29.64309221,2.3,Machine_Failure
1163,73.88,16143.0,29.57331351,2.43,Machine_Failure
1164,59.84,16194.0,29.48017784,2.25,Machine_Failure
1165,78.88,16147.0,29.56598749,2.18,Machine_Failure
1166,78.31,16085.0,29.67995026,2.18,Machine_Failure
1167,157.22,16242.0,29.39305504,2.27,Machine_Failure
1168,126.4320231,23489.0,30.51400825,1.95,No_Machine_Failure
1169,64.35,16206.0,29.45834876,3.49,Machine_Failure
1170,130.8869419,23557.0,20.26582332,3.22,No_Machine_Failure
1171,139.8148312,23527.0,33.92336502,1.86,No_Machine_Failure
1172,142.5863964,23540.0,20.28045879,2.11,No_Machine_Failure
1173,76.1,16183.0,29.50021628,3.91,Machine_Failure
1174,121.3566715,23548.0,20.27356888,2.02,No_Machine_Failure
1175,68.35,16230.0,29.41478743,3.59,Machine_Failure
1176,81.84,16188.0,29.49110452,3.93,Machine_Failure
1177,69.82,21951.0,29.49110452,3.58,Machine_Failure
1178,77.69,20504.0,29.4619847,3.55,Machine_Failure
1179,125.9242705,23736.0,20.11299292,3.0,No_Machine_Failure
1180,123.5115703,23640.0,34.97300419,3.19,No_Machine_Failure
1181,100.1837321,23497.0,32.37045571,1.85,No_Machine_Failure
1182,120.2825194,23520.0,35.5812209,2.11,No_Machine_Failure
1183,153.5258207,23499.0,34.97300419,2.17,No_Machine_Failure
1184,97.84817886,23495.0,32.51929855,3.0,No_Machine_Failure
1185,73.5721609,13272.0,20.2916649,3.32,No_Machine_Failure
1186,,22597.0,31.62033518,1.89,No_Machine_Failure
1187,84.08,19158.0,15.90071615,2.64,Machine_Failure
1188,116.4225321,22522.0,21.19714057,2.17,No_Machine_Failure
1189,108.7495856,22523.0,32.51929855,1.91,No_Machine_Failure
1190,77.6,19158.0,24.91919825,2.54,Machine_Failure
1191,152.0975151,15217.0,32.37045571,1.95,No_Machine_Failure
1192,93.65,17919.0,24.8659826,3.91,Machine_Failure
1193,83.15,23432.0,24.78336708,3.67,Machine_Failure
1194,61.05,26526.0,24.77693585,3.69,Machine_Failure
1195,58.93,27957.0,24.92310102,3.49,Machine_Failure
1196,50.89,21951.0,24.92049903,3.59,Machine_Failure
1197,62.53,27613.0,24.75894617,3.67,Machine_Failure
1198,92.31,26605.0,24.88412823,3.55,Machine_Failure
1199,88.89,20504.0,24.89321097,3.93,Machine_Failure
1200,74.07,25528.0,24.7923764,3.61,Machine_Failure
1201,75.26,19219.0,24.84010614,2.51,Machine_Failure
1202,99.4,19283.0,24.75766219,2.53,Machine_Failure
1203,115.4686626,15217.0,21.19525839,3.17,No_Machine_Failure
1204,149.0223642,19197.0,23.36998238,2.87,No_Machine_Failure
1205,124.5780795,13272.0,32.4913785,2.68,No_Machine_Failure
1206,136.9313611,14152.0,23.35969076,2.96,No_Machine_Failure
1207,88.58,27613.0,14.20288973,2.67,Machine_Failure
1208,92.82,26526.0,14.10999444,2.84,Machine_Failure
1209,123.22,23432.0,14.44705039,2.64,Machine_Failure
1210,129.9538453,14266.0,35.5812209,1.99,No_Machine_Failure
1211,113.6035888,20622.0,34.97300419,3.0,No_Machine_Failure
1212,92.27,27025.0,16.44955444,2.48,Machine_Failure
1213,82.01,18490.0,15.90071615,2.69,Machine_Failure
1214,60.44,18077.0,16.96410507,2.45,Machine_Failure
1215,84.95,18105.0,14.20288973,2.54,Machine_Failure
1216,145.6491993,14152.0,34.97300419,1.88,No_Machine_Failure
1217,112.1552699,21154.0,32.37045571,2.17,No_Machine_Failure
1218,73.5721609,17726.0,30.51400825,1.85,No_Machine_Failure
1219,73.5721609,19197.0,32.51929855,1.87,No_Machine_Failure
1220,79.6,18072.0,17.89931102,2.45,Machine_Failure
1221,116.3647811,13272.0,33.92336502,2.88,No_Machine_Failure
1222,119.676452,21198.0,35.5812209,2.02,No_Machine_Failure
1223,82.67,18079.0,15.1197393,2.64,Machine_Failure
1224,73.5721609,21193.0,22.52640023,1.99,No_Machine_Failure
1225,51.64,18076.0,16.44955444,2.53,Machine_Failure
1226,96.26,18071.0,17.89931102,2.37,Machine_Failure
1227,60.69,18074.0,16.96410507,3.37,Machine_Failure
1228,144.4510341,21148.0,33.92336502,2.01,No_Machine_Failure
1229,92.8557399,21139.0,22.58394437,3.01,No_Machine_Failure
1230,60.42,18079.0,26.40643841,2.69,Machine_Failure
1231,82.71,15812.0,30.19238553,3.93,Machine_Failure
1232,73.21,16261.0,29.35871103,3.61,Machine_Failure
1233,157.47,15760.0,30.29200508,3.91,Machine_Failure
1234,121.86,27598.0,29.94054563,3.49,Machine_Failure
1235,58.6,15762.0,30.2881614,3.59,Machine_Failure
1236,65.99,15826.0,30.16567673,3.55,Machine_Failure
1237,71.76,15813.0,30.19047619,3.58,Machine_Failure
1238,63.5,27055.0,29.33886431,3.69,Machine_Failure
1239,152.44,15834.0,30.15043577,3.55,Machine_Failure
1240,90.34,15855.0,30.11050142,3.67,Machine_Failure
1241,79.64,15931.0,29.96685707,3.69,Machine_Failure
1242,51.86,15799.0,30.21722894,3.67,Machine_Failure
1243,90.56,16264.0,29.35329562,3.67,Machine_Failure
1244,67.89,20504.0,30.38067965,2.37,Machine_Failure
1245,52.83,16247.0,29.38400936,3.67,Machine_Failure
1246,70.66,26605.0,30.33049555,2.11,Machine_Failure
1247,59.26,21951.0,30.37294821,2.19,Machine_Failure
1248,94.74,27613.0,29.36232241,3.55,Machine_Failure
1249,59.15,15986.0,29.86375579,2.39,Machine_Failure
1250,77.49,15755.0,30.30161853,2.25,Machine_Failure
1251,63.49,15502.0,30.79615533,2.4,Machine_Failure
1252,83.7,15512.0,30.77630222,2.38,Machine_Failure
1253,61.7,15596.0,30.61054116,2.28,Machine_Failure
1254,88.38,15607.0,30.58896649,2.06,Machine_Failure
1255,66.32,15660.0,14.20288973,2.05,Machine_Failure
1256,60.89,15986.0,15.1197393,2.22,Machine_Failure
1257,56.07,15634.0,30.53613918,2.34,Machine_Failure
1258,69.46602,21583.0,,3.0,No_Machine_Failure
1259,73.5721609,16198.0,22.13781591,3.04,No_Machine_Failure
1260,137.6558586,21516.0,35.58033366,2.02,No_Machine_Failure
1261,160.9326372,19197.0,20.21176969,3.2,No_Machine_Failure
1262,175.7562785,18436.0,22.12960645,2.85,No_Machine_Failure
1263,123.1815235,17726.0,22.11935319,2.93,No_Machine_Failure
1264,124.622657,15217.0,22.14089602,1.99,No_Machine_Failure
1265,92.8557399,15217.0,22.12345336,1.95,No_Machine_Failure
1266,130.4514977,14152.0,22.17689413,1.88,No_Machine_Failure
1267,135.3499296,13272.0,22.14192292,2.88,No_Machine_Failure
1268,123.4602914,19197.0,22.17586399,1.87,No_Machine_Failure
1269,131.2006872,17726.0,22.12960645,1.85,No_Machine_Failure
1270,124.140684,21514.0,22.19029469,2.11,No_Machine_Failure
1271,111.9714183,21516.0,22.18823201,2.17,No_Machine_Failure
1272,85.4969095,21592.0,30.51400825,1.88,No_Machine_Failure
1273,124.2879317,14152.0,22.13268428,1.99,No_Machine_Failure
1274,73.5721609,17726.0,35.58033366,2.88,No_Machine_Failure
1275,92.8557399,16198.0,32.37045571,1.87,No_Machine_Failure
1276,105.2280321,15217.0,35.5812209,1.86,No_Machine_Failure
1277,118.3148982,14266.0,34.97300419,1.85,No_Machine_Failure
1278,141.4846578,14152.0,33.92336502,2.11,No_Machine_Failure
1279,156.955845,15217.0,35.5812209,2.77,No_Machine_Failure
1280,115.5440329,14266.0,34.97300419,3.15,No_Machine_Failure
1281,137.1410816,13272.0,22.15322506,3.08,No_Machine_Failure
1282,99.32611437,14152.0,22.14500417,3.09,No_Machine_Failure
1283,92.53783582,21675.0,22.02546713,3.1,No_Machine_Failure
1284,142.9017341,17726.0,22.11218157,2.84,No_Machine_Failure
1285,108.289599,13272.0,22.12242817,2.78,No_Machine_Failure
1286,120.1736358,16198.0,22.11832839,2.85,No_Machine_Failure
1287,111.8432356,14266.0,,2.77,No_Machine_Failure
1288,96.16514659,17726.0,32.4913785,2.81,No_Machine_Failure
1289,169.7876695,13272.0,30.51400825,2.79,No_Machine_Failure
1290,92.8557399,18436.0,32.37045571,2.87,No_Machine_Failure
1291,73.5721609,19197.0,35.58033366,2.86,No_Machine_Failure
1292,103.3771447,15217.0,32.4913785,2.97,No_Machine_Failure
1293,121.9456252,16198.0,22.16453874,3.09,No_Machine_Failure
1294,149.1995778,16198.0,22.17689413,2.88,No_Machine_Failure
1295,62.2,19199.0,24.8659826,2.5,Machine_Failure
1296,136.9902622,13272.0,33.92336502,2.02,No_Machine_Failure
1297,163.6419735,14152.0,31.62033518,3.11,No_Machine_Failure
1298,111.169835,22414.0,31.62033518,1.88,No_Machine_Failure
1299,,14266.0,32.51929855,3.14,No_Machine_Failure
1300,78.99,19349.0,24.67321309,2.57,Machine_Failure
1301,167.0509258,22657.0,21.07083903,3.29,No_Machine_Failure
1302,158.4918456,22356.0,21.3545357,3.22,No_Machine_Failure
1303,97.62,19356.0,24.66429014,2.7,Machine_Failure
1304,58.57,19410.0,24.59567233,2.84,Machine_Failure
1305,117.7003236,14152.0,34.97300419,2.17,No_Machine_Failure
1306,92.28,19388.0,24.6235816,2.57,Machine_Failure
1307,89.76,19301.0,24.73457334,2.53,Machine_Failure
1308,68.23,19387.0,24.6248517,3.61,Machine_Failure
1309,141.8608734,15217.0,33.92336502,2.9,No_Machine_Failure
1310,92.8557399,16198.0,34.97300419,3.03,No_Machine_Failure
1311,73.5721609,17726.0,35.5812209,2.97,No_Machine_Failure
1312,65.0,19354.0,24.6668389,3.55,Machine_Failure
1313,62.76,23432.0,24.59947442,3.58,Machine_Failure
1314,94.08,26526.0,24.71152751,3.93,Machine_Failure
1315,50.54,25897.0,24.7153655,2.82,Machine_Failure
1316,157.47,20504.0,15.1197393,2.74,Machine_Failure
1317,128.1672184,19197.0,35.58033366,3.0,No_Machine_Failure
1318,63.86,21951.0,17.89931102,2.55,Machine_Failure
1319,121.0076043,20624.0,34.97300419,1.89,No_Machine_Failure
1320,136.5762865,17726.0,35.5812209,1.91,No_Machine_Failure
1321,67.15,20504.0,16.96410507,2.61,Machine_Failure
1322,90.61,26605.0,15.1197393,2.43,Machine_Failure
1323,50.41,27613.0,14.20288973,2.69,Machine_Failure
1324,143.336174,21187.0,35.5812209,1.85,No_Machine_Failure
1325,133.3514702,21186.0,35.58033366,1.91,No_Machine_Failure
1326,83.17,27957.0,17.89931102,2.47,Machine_Failure
1327,116.1790139,21131.0,30.51400825,2.88,No_Machine_Failure
1328,98.36,25528.0,16.44955444,2.46,Machine_Failure
1329,69.67,23432.0,14.44705039,2.71,Machine_Failure
1330,97.25,26526.0,14.10999444,2.7,Machine_Failure
1331,147.2301444,21025.0,32.51929855,1.99,No_Machine_Failure
1332,143.4810872,21166.0,33.92336502,1.95,No_Machine_Failure
1333,159.4426725,21168.0,32.37045571,1.86,No_Machine_Failure
1334,85.93082961,20886.0,34.97300419,2.11,No_Machine_Failure
1335,100.1887273,20925.0,33.92336502,2.17,No_Machine_Failure
1336,84.88,17919.0,15.90071615,2.59,Machine_Failure
1337,120.4679321,16198.0,32.51929855,3.0,No_Machine_Failure
1338,145.9140078,13272.0,32.37045571,2.99,No_Machine_Failure
1339,111.4241916,14152.0,35.58033366,2.92,No_Machine_Failure
1340,135.6527326,14266.0,30.51400825,1.91,No_Machine_Failure
1341,93.34734392,15217.0,31.62033518,2.01,No_Machine_Failure
